module,region,country_iso3,classification,provider_source_class,reader_endpoint,basis
Imihigo/Delivery,MIDDLE_EAST,OMN,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,PSE,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,QAT,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,SAU,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,SYR,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,TUR,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,ARE,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,YEM,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Humanitarian,EAST_AFRICA,BDI,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,COD,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,DJI,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,ERI,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,ETH,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,KEN,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,RWA,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,SOM,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,SSD,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,TZA,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EAST_AFRICA,UGA,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,AUT,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,BEL,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,BGR,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,HRV,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,CYP,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,CZE,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,DNK,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,EST,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,FIN,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,FRA,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,DEU,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,GRC,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,HUN,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,IRL,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,ITA,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,LVA,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,LTU,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,LUX,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,MLT,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,NLD,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,POL,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,PRT,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,ROU,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,SVK,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,SVN,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,ESP,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,EU27,SWE,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,BHR,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,EGY,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,IRN,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,IRQ,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,ISR,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,JOR,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,KWT,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,LBN,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,OMN,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,PSE,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,QAT,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,SAU,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,SYR,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,TUR,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,ARE,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Humanitarian,MIDDLE_EAST,YEM,COVERAGE_GAP,"Copernicus EMS producer","GET /humanitarian/...","no country allowlist declared; route states DEGRADED is the production state - no coverage authority, no population facet, 5 of 7 change states have no producer"
Politics,EAST_AFRICA,BDI,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,COD,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,DJI,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,ERI,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,ETH,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,KEN,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,RWA,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,SOM,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,SSD,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,TZA,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EAST_AFRICA,UGA,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,AUT,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,BEL,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,BGR,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,HRV,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,CYP,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,CZE,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,DNK,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,EST,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,FIN,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,FRA,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,DEU,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,GRC,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,HUN,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,IRL,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,ITA,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,LVA,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,LTU,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,LUX,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,MLT,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,NLD,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,POL,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,PRT,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,ROU,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,SVK,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,SVN,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,ESP,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,EU27,SWE,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,BHR,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,EGY,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,IRN,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,IRQ,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,ISR,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,JOR,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,KWT,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,LBN,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,OMN,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,PSE,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,QAT,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,SAU,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,SYR,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,TUR,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,ARE,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Politics,MIDDLE_EAST,YEM,COVERAGE_GAP,"offline producer","GET /politics/observations","politics.producer.ts is a pure offline producer: no fetching, scheduling or database"
Security,EAST_AFRICA,BDI,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,COD,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,DJI,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,ERI,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,ETH,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,KEN,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,RWA,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,SOM,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,SSD,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,TZA,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EAST_AFRICA,UGA,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,AUT,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,BEL,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,BGR,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,HRV,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,CYP,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,CZE,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,DNK,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,EST,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,FIN,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,FRA,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,DEU,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,GRC,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,HUN,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,IRL,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,ITA,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,LVA,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,LTU,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,LUX,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,MLT,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,NLD,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,POL,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,PRT,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,ROU,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,SVK,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,SVN,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,ESP,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,EU27,SWE,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,BHR,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,EGY,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,IRN,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,IRQ,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,ISR,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,JOR,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,KWT,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,LBN,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,OMN,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,PSE,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,QAT,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,SAU,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,SYR,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,TUR,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,ARE,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
Security,MIDDLE_EAST,YEM,COVERAGE_GAP,"NONE","NONE","no read model and no producer exist for Security; lib/security/ holds strings, zones and labels only"
